place_overall,place_gender,place_category,name,club,runner_number,category_runner,event,half,finish,year,category
6,6,6,"KITATA, Shura (ETH)",–,1,18-39,Elite,01:02:59,02:07:51,2021,mass
20,4,4,"KOSGEI, Brigid (KEN)",–,61,18-39,Elite,01:08:52,02:18:40,2021,mass
9,9,9,"LEACH, Matthew (GBR)",–,19,18-39,Elite,01:07:27,02:15:31,2021,mass
5,5,5,"LEGESE, Birhanu (ETH)",–,2,18-39,Elite,01:01:25,02:06:10,2021,mass
1,1,1,"LEMMA, Sisay (ETH)",–,6,18-39,Elite,01:01:26,02:04:01,2021,mass
16,14,13,"LUNN, Josh (GBR)",–,20,18-39,Elite,01:07:45,02:18:06,2021,mass
33,13,12,"MEGERTU, Alemu (ETH)",–,72,18-39,Elite,01:08:52,02:27:18,2021,mass
11,11,10,"MELLOR, Jonathan (GBR)",–,9,18-39,Elite,01:05:16,02:16:09,2021,mass
24,7,7,"MELLY, Joan Chelimo (KEN)",–,71,18-39,Elite,01:08:52,02:21:23,2021,mass
40,19,17,"MITCHELL, Naomi (GBR)",–,77,18-39,Elite,01:15:19,02:38:06,2021,mass
22,17,15,"MUSSON, Doug (GBR)",–,23,18-39,Elite,01:07:27,02:20:28,2021,mass
34,21,18,"NASH, Dan (GBR)",–,21,18-39,Elite,01:08:56,02:29:12,2021,mass
28,10,10,"PURDUE, Charlotte (GBR)",–,74,18-39,Elite,01:11:44,02:23:26,2021,mass
21,5,5,"SALPETER, Lonah Chemtai (ISR)",–,62,18-39,Elite,01:08:51,02:18:54,2021,mass
7,7,7,"SESEMANN, Philip (GBR)",–,25,18-39,Elite,01:05:11,02:12:58,2021,mass
–,–,–,"SKELTON, Ross (GBR)",–,22,18-39,Elite,01:07:28,–,2021,mass
19,16,2,"TORRY, Nicholas (GBR)",–,16,40-44,Elite,01:07:45,02:18:39,2021,mass
31,20,–,"TOTTEN, Eoghan (IRL)",–,17,–,Elite,01:08:04,02:26:08,2021,mass
35,14,13,"WELLINGS, Eloise (AUS)",–,81,18-39,Elite,01:14:36,02:29:42,2021,mass
29,19,17,"WOODFINE, Tristan (CAN)",–,10,18-39,Elite,01:05:22,02:23:35,2021,mass
25,8,8,"YIMER, Zeineba (ETH)",–,68,18-39,Elite,01:08:51,02:21:40,2021,mass
